,agency_cd,site_no,Dissolved_oxygen_mpl_Mean,Gage_height_feet_Mean,Discharge_cfs_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum
2013-06-18,USGS,02234500,,1.48,2300,8.7,6.5
2013-06-19,USGS,02234500,,1.52,2540,8.7,6.9
2013-06-20,USGS,02234500,,1.52,2600,9.2,6.8
2013-06-21,USGS,02234500,,1.53,2320,9.5,6.4
2013-06-22,USGS,02234500,,1.59,2000,8.9,6.3
2013-06-23,USGS,02234500,,1.67,1950,9.1,6.5
2013-06-24,USGS,02234500,,1.72,2050,9.4,6.5
2013-06-25,USGS,02234500,,1.71,2130,9.1,6.6
2013-06-26,USGS,02234500,,1.70,2150,7.6,6.3
2013-06-27,USGS,02234500,,1.68,2030,7.4,5.8
2013-06-28,USGS,02234500,,1.64,2160,7.6,6.0
2013-06-29,USGS,02234500,,1.61,2320,7.8,6.2
2013-06-30,USGS,02234500,,1.58,2440,8.0,6.4
2013-07-01,USGS,02234500,,1.54,2710,8.6,6.4
2013-07-02,USGS,02234500,,1.48,2950,8.8,6.7
2013-07-03,USGS,02234500,,1.45,2900,8.4,6.7
2013-07-04,USGS,02234500,,1.43,2930,8.6,6.8
2013-07-05,USGS,02234500,,1.42,2870,8.9,6.9
2013-07-06,USGS,02234500,,1.39,2730,8.9,6.8
2013-07-07,USGS,02234500,,1.36,2690,8.6,6.8
2013-07-08,USGS,02234500,,1.35,2530,8.8,6.6
2013-07-09,USGS,02234500,,1.33,2380,8.6,6.5
2013-07-10,USGS,02234500,,1.32,2410,8.4,6.3
2013-07-11,USGS,02234500,,1.29,2540,7.8,6.3
2013-07-12,USGS,02234500,,1.28,2360,6.7,5.6
2013-07-13,USGS,02234500,,1.28,2360,7.4,5.6
2013-07-14,USGS,02234500,,1.28,2170,7.4,6.1
2013-07-15,USGS,02234500,,1.30,1980,7.9,6.1
2013-07-16,USGS,02234500,,1.33,1910,8.1,6.4
2013-07-17,USGS,02234500,,1.37,1800,8.2,6.6
2013-07-18,USGS,02234500,,1.39,1820,8.0,6.5
2013-07-19,USGS,02234500,,1.44,2010,7.6,6.0
2013-07-20,USGS,02234500,,1.56,2130,7.1,6.1
2013-07-21,USGS,02234500,,1.55,2120,6.6,5.9
2013-07-22,USGS,02234500,,1.54,2190,6.6,5.7
2013-07-23,USGS,02234500,,1.53,2200,6.2,5.6
2013-07-24,USGS,02234500,,1.55,2250,6.4,5.7
2013-07-25,USGS,02234500,,1.58,2250,6.6,5.8
2013-07-26,USGS,02234500,,1.60,2210,7.9,5.8
2013-07-27,USGS,02234500,,1.65,2170,8.5,6.3
2013-07-28,USGS,02234500,,1.75,2180,7.9,6.1
2013-07-29,USGS,02234500,,1.85,2410,8.8,6.1
2013-07-30,USGS,02234500,,1.89,2780,8.8,6.6
2013-07-31,USGS,02234500,,1.89,2760,7.8,6.2
2013-08-01,USGS,02234500,,1.89,2750,6.7,5.5
2013-08-02,USGS,02234500,,1.89,2850,7.5,5.2
2013-08-03,USGS,02234500,,1.86,2880,6.6,5.4
2013-08-04,USGS,02234500,,1.87,2870,5.9,5.2
2013-08-05,USGS,02234500,,1.88,2790,5.5,4.8
2013-08-06,USGS,02234500,,1.94,2770,6.3,5.1
2013-08-07,USGS,02234500,,1.98,2760,6.8,5.5
2013-08-08,USGS,02234500,,2.03,2900,6.9,5.8
2013-08-09,USGS,02234500,,2.07,2800,7.0,5.7
2013-08-10,USGS,02234500,,2.09,2910,7.2,5.9
2013-08-11,USGS,02234500,,2.10,3000,7.4,5.8
2013-08-12,USGS,02234500,,2.10,3140,7.5,5.6
2013-08-13,USGS,02234500,,2.08,3260,7.7,5.2
2013-08-14,USGS,02234500,,2.07,3240,6.5,5.2
2013-08-15,USGS,02234500,,2.10,3290,5.8,4.8
2013-08-16,USGS,02234500,,2.11,3360,6.0,4.8
2013-08-17,USGS,02234500,,2.11,3310,5.8,4.9
2013-08-18,USGS,02234500,,2.14,3050,6.3,5.2
2013-08-19,USGS,02234500,,2.17,3160,6.2,5.5
2013-08-20,USGS,02234500,,2.22,3090,6.1,5.2
2013-08-21,USGS,02234500,,2.26,3020,5.7,5.2
2013-08-22,USGS,02234500,,2.40,3150,5.9,5.0
2013-08-23,USGS,02234500,,2.54,3120,5.6,4.9
2013-08-24,USGS,02234500,,2.61,3120,5.5,4.8
2013-08-25,USGS,02234500,,2.66,3260,5.4,5.0
2013-08-26,USGS,02234500,,2.70,3270,5.9,4.9
2013-08-27,USGS,02234500,,2.74,3340,6.3,5.5
2013-08-28,USGS,02234500,,2.78,3380,6.4,5.5
2013-08-29,USGS,02234500,,2.80,3470,6.2,5.3
2013-08-30,USGS,02234500,,2.82,3770,7.4,5.1
2013-08-31,USGS,02234500,,2.84,3940,5.7,3.9
2013-09-01,USGS,02234500,,3.00,4510,5.7,4.2
2013-09-02,USGS,02234500,,3.01,4420,5.4,4.0
2013-09-03,USGS,02234500,,3.00,4390,4.8,3.7
2013-09-04,USGS,02234500,,2.98,4480,5.1,2.7
2013-09-05,USGS,02234500,,2.98,4630,5.2,2.4
2013-09-06,USGS,02234500,,2.97,4560,5.0,2.8
2013-09-07,USGS,02234500,,3.00,4520,3.8,2.6
2013-09-08,USGS,02234500,,3.02,4460,4.0,2.6
2013-09-09,USGS,02234500,,3.02,4460,4.9,3.3
2013-09-10,USGS,02234500,,3.03,4520,5.2,4.3
2013-09-11,USGS,02234500,,3.01,4330,5.7,4.4
2013-09-12,USGS,02234500,,3.01,4290,5.6,4.5
2013-09-13,USGS,02234500,,3.01,4370,5.1,3.9
2013-09-14,USGS,02234500,,3.00,4330,7.3,4.3
2013-09-15,USGS,02234500,,2.98,4480,6.2,5.4
2013-09-16,USGS,02234500,,2.96,4340,5.7,4.6
2013-09-17,USGS,02234500,,2.93,4350,5.9,4.7
2013-09-18,USGS,02234500,,2.93,4240,6.7,5.5
2013-09-19,USGS,02234500,,2.91,4070,6.5,5.3
2013-09-20,USGS,02234500,,2.90,3940,6.4,5.6
2013-09-21,USGS,02234500,,2.89,3830,6.4,5.8
2013-09-22,USGS,02234500,,2.88,3780,6.0,5.2
2013-09-23,USGS,02234500,,2.91,3690,5.9,5.1
2013-09-24,USGS,02234500,,2.92,3740,6.1,5.4
2013-09-25,USGS,02234500,,2.93,3470,6.4,5.2
2013-09-26,USGS,02234500,,2.93,3420,6.3,5.0
2013-09-27,USGS,02234500,,2.92,3350,6.4,6.1
2013-09-28,USGS,02234500,,2.98,3320,6.7,6.3
2013-09-29,USGS,02234500,,3.01,3120,6.8,6.5
2013-09-30,USGS,02234500,,3.04,3110,8.0,6.6
2013-10-01,USGS,02234500,,3.06,3040,7.3,6.8
2013-10-02,USGS,02234500,,3.06,3040,6.9,6.5
2013-10-03,USGS,02234500,,3.04,3290,6.9,6.2
2013-10-04,USGS,02234500,,3.01,3330,7.9,6.0
2013-10-05,USGS,02234500,,2.98,3270,6.3,5.7
2013-10-06,USGS,02234500,,2.96,3340,6.3,5.7
2013-10-07,USGS,02234500,,3.01,3580,6.2,5.7
2013-10-08,USGS,02234500,,2.99,3290,6.3,5.8
2013-10-09,USGS,02234500,,2.97,2960,6.9,6.2
2013-10-10,USGS,02234500,,2.97,2890,7.3,6.8
2013-10-11,USGS,02234500,,2.96,2830,7.2,6.6
2013-10-12,USGS,02234500,,2.94,2850,7.1,6.5
2013-10-13,USGS,02234500,,2.91,2800,7.3,6.4
2013-10-14,USGS,02234500,,2.87,2420,7.2,6.7
2013-10-15,USGS,02234500,,2.84,2330,7.1,6.6
2013-10-16,USGS,02234500,,2.85,2180,6.7,6.3
2013-10-17,USGS,02234500,,2.86,2040,6.7,6.1
2013-10-18,USGS,02234500,,2.86,2210,6.9,6.2
2013-10-19,USGS,02234500,,2.84,2260,6.7,5.9
2013-10-20,USGS,02234500,,2.80,2200,6.1,5.4
2013-10-21,USGS,02234500,,2.75,2330,7.0,5.9
2013-10-22,USGS,02234500,,2.70,2360,6.4,5.8
2013-10-23,USGS,02234500,,2.65,2040,6.1,5.6
2013-10-24,USGS,02234500,,2.61,1950,6.4,5.9
2013-10-25,USGS,02234500,,2.58,2070,6.8,6.3
2013-10-26,USGS,02234500,,2.52,2200,7.3,6.7
2013-10-27,USGS,02234500,,2.46,2190,7.6,6.9
2013-10-28,USGS,02234500,,2.40,2290,7.7,7.1
2013-10-29,USGS,02234500,,2.33,2220,7.4,7.0
2013-10-30,USGS,02234500,,2.27,2320,7.7,7.2
2013-10-31,USGS,02234500,,2.23,2410,7.6,7.1
2013-11-01,USGS,02234500,,2.15,2300,7.5,6.9
2013-11-02,USGS,02234500,,2.11,2190,7.3,7.0
2013-11-03,USGS,02234500,,2.06,1990,7.4,6.9
2013-11-04,USGS,02234500,,2.02,1940,7.9,7.3
2013-11-05,USGS,02234500,,2.01,1720,8.2,7.8
2013-11-06,USGS,02234500,,2.03,1240,8.0,7.8
2013-11-07,USGS,02234500,,2.06,975,7.9,7.5
2013-11-08,USGS,02234500,,2.07,455,7.6,6.6
2013-11-09,USGS,02234500,,2.12,1110,7.8,6.9
2013-11-10,USGS,02234500,,2.11,986,7.8,7.4
2013-11-11,USGS,02234500,,2.10,1130,8.0,7.3
2013-11-12,USGS,02234500,,2.06,1220,7.8,7.4
2013-11-13,USGS,02234500,,2.02,-253,7.5,
2013-11-14,USGS,02234500,,2.15,572,8.0,
2013-11-15,USGS,02234500,,2.13,888,8.0,7.8
2013-11-16,USGS,02234500,,2.12,1090,8.3,7.9
2013-11-17,USGS,02234500,,2.09,1450,8.3,8.0
2013-11-18,USGS,02234500,,2.03,1400,8.2,7.4
2013-11-19,USGS,02234500,,1.95,1440,7.8,7.5
2013-11-20,USGS,02234500,,1.90,1420,7.7,7.4
2013-11-21,USGS,02234500,,1.90,1040,7.6,6.7
2013-11-22,USGS,02234500,,1.92,930,7.7,7.2
2013-11-23,USGS,02234500,,1.89,899,7.8,7.4
2013-11-24,USGS,02234500,,1.85,511,7.8,6.9
2013-11-25,USGS,02234500,,1.93,627,8.3,6.8
2013-11-26,USGS,02234500,,1.93,835,8.5,8.0
2013-11-27,USGS,02234500,,1.87,436,8.3,7.8
2013-11-28,USGS,02234500,,1.92,661,8.4,7.4
2013-11-29,USGS,02234500,,1.87,885,9.0,8.4
2013-11-30,USGS,02234500,,1.85,893,9.2,8.9
2013-12-01,USGS,02234500,,1.87,778,9.0,8.8
2013-12-02,USGS,02234500,,1.86,955,9.0,8.5
2013-12-03,USGS,02234500,,1.84,1260,9.2,8.6
2013-12-04,USGS,02234500,,1.80,1280,9.1,8.6
2013-12-05,USGS,02234500,,1.76,1400,9.6,8.6
2013-12-06,USGS,02234500,,1.72,1400,9.6,8.9
2013-12-07,USGS,02234500,,1.66,1430,10.0,8.6
2013-12-08,USGS,02234500,,1.59,1610,10.6,9.1
2013-12-09,USGS,02234500,,1.51,1480,9.1,8.2
2013-12-10,USGS,02234500,,1.46,1130,8.2,7.5
2013-12-11,USGS,02234500,,1.44,612,8.6,6.3
2013-12-12,USGS,02234500,,1.47,293,7.7,6.4
2013-12-13,USGS,02234500,,1.54,586,8.2,6.0
2013-12-14,USGS,02234500,,1.53,1080,8.6,7.8
2013-12-15,USGS,02234500,,1.50,704,8.2,7.5
2013-12-16,USGS,02234500,,1.51,543,8.3,7.0
2013-12-17,USGS,02234500,,1.46,1100,9.0,8.1
2013-12-18,USGS,02234500,,1.39,1250,9.2,8.5
2013-12-19,USGS,02234500,,1.32,1480,9.6,8.9
2013-12-20,USGS,02234500,,1.26,1570,9.6,9.0
2013-12-21,USGS,02234500,,1.21,1710,9.3,8.8
2013-12-22,USGS,02234500,,1.14,1530,8.9,8.4
2013-12-23,USGS,02234500,,1.07,1580,8.6,8.2
2013-12-24,USGS,02234500,,0.98,814,8.3,7.9
2013-12-25,USGS,02234500,,0.96,1050,8.9,8.0
2013-12-26,USGS,02234500,,0.98,300,9.0,7.9
2013-12-27,USGS,02234500,,1.06,-341,8.3,7.5
2013-12-28,USGS,02234500,,1.18,318,8.5,7.5
2013-12-29,USGS,02234500,,1.19,353,8.4,7.7
2013-12-30,USGS,02234500,,1.22,-8.61,7.9,7.1
2013-12-31,USGS,02234500,,1.20,653,8.3,7.5
2014-01-01,USGS,02234500,,1.17,584,8.4,8.0
2014-01-02,USGS,02234500,,1.17,708,8.5,8.1
2014-01-03,USGS,02234500,,1.22,-1020,8.4,7.5
2014-01-04,USGS,02234500,,1.36,-162,7.6,7.1
2014-01-05,USGS,02234500,,1.39,416,8.2,7.0
2014-01-06,USGS,02234500,,1.36,-174,8.3,7.6
2014-01-07,USGS,02234500,,1.43,-904,7.8,7.4
2014-01-08,USGS,02234500,,1.48,385,9.0,7.6
2014-01-09,USGS,02234500,,1.49,740,9.9,9.0
2014-01-10,USGS,02234500,,1.46,1140,11.1,9.9
2014-01-11,USGS,02234500,,1.41,1130,10.9,9.7
2014-01-12,USGS,02234500,,1.39,1090,10.1,9.5
2014-01-13,USGS,02234500,,1.33,1650,10.2,9.5
2014-01-14,USGS,02234500,,1.24,1530,10.0,9.4
2014-01-15,USGS,02234500,,1.19,1110,9.6,9.1
2014-01-16,USGS,02234500,,1.15,394,9.6,9.0
2014-01-17,USGS,02234500,,1.17,1020,10.0,9.3
2014-01-18,USGS,02234500,,1.12,495,10.2,9.4
2014-01-19,USGS,02234500,,1.09,1280,10.8,10.0
2014-01-20,USGS,02234500,,1.01,1500,11.2,10.4
2014-01-21,USGS,02234500,,0.89,1320,11.0,10.5
2014-01-22,USGS,02234500,,0.81,821,11.0,10.0
2014-01-23,USGS,02234500,,0.81,957,11.3,10.3
2014-01-24,USGS,02234500,,0.80,46.6,11.2,10.4
2014-01-25,USGS,02234500,,0.86,410,11.3,10.2
2014-01-26,USGS,02234500,,0.85,811,11.6,10.7
2014-01-27,USGS,02234500,,0.84,1040,11.7,10.8
2014-01-28,USGS,02234500,,0.80,1020,11.1,10.4
2014-01-29,USGS,02234500,,0.82,-592,10.6,9.6
2014-01-30,USGS,02234500,,1.05,-1160,9.8,8.8
2014-01-31,USGS,02234500,,1.24,-650,8.9,8.0
2014-02-01,USGS,02234500,,1.33,336,8.7,7.8
2014-02-02,USGS,02234500,,1.35,694,9.6,8.2
2014-02-03,USGS,02234500,,1.33,1040,10.9,9.4
2014-02-04,USGS,02234500,,1.32,1280,11.2,9.6
2014-02-05,USGS,02234500,,1.27,1170,10.8,9.9
2014-02-06,USGS,02234500,,1.24,529,9.9,8.8
2014-02-07,USGS,02234500,,1.30,-163,8.9,8.0
2014-02-08,USGS,02234500,,1.43,-146,8.2,7.5
2014-02-09,USGS,02234500,,1.54,-95.6,8.0,7.2
2014-02-10,USGS,02234500,,1.59,710,9.5,7.7
2014-02-11,USGS,02234500,,1.58,990,10.7,9.4
2014-02-12,USGS,02234500,,,545,,
2014-02-13,USGS,02234500,,,-854,,
2014-02-14,USGS,02234500,,1.88,430,9.5,7.8
2014-02-15,USGS,02234500,,1.84,768,9.8,8.7
2014-02-16,USGS,02234500,,1.81,1400,10.4,9.3
2014-02-17,USGS,02234500,,1.75,1700,10.6,9.9
2014-02-18,USGS,02234500,,1.67,1810,10.3,9.8
2014-02-19,USGS,02234500,,1.59,1770,10.0,9.4
2014-02-20,USGS,02234500,,1.53,1880,9.5,8.9
2014-02-21,USGS,02234500,,1.45,1860,8.9,8.3
2014-02-22,USGS,02234500,,1.41,1550,8.6,7.9
2014-02-23,USGS,02234500,,1.40,1710,8.7,7.7
2014-02-24,USGS,02234500,,1.40,1500,8.1,7.5
2014-02-25,USGS,02234500,,1.38,1450,8.5,7.3
2014-02-26,USGS,02234500,,1.38,1220,8.3,7.4
2014-02-27,USGS,02234500,,1.44,561,7.6,6.6
2014-02-28,USGS,02234500,,1.51,517,8.5,6.7
2014-03-01,USGS,02234500,,1.57,296,8.6,7.4
2014-03-02,USGS,02234500,,1.65,705,9.3,7.7
2014-03-03,USGS,02234500,,1.66,728,8.6,7.9
2014-03-04,USGS,02234500,,1.67,795,8.8,7.7
2014-03-05,USGS,02234500,,1.70,483,8.2,7.4
2014-03-06,USGS,02234500,,1.77,269,7.8,6.6
2014-03-07,USGS,02234500,,1.83,-713,7.1,6.5
2014-03-08,USGS,02234500,,1.96,67.5,7.7,6.4
2014-03-09,USGS,02234500,,1.98,847,8.8,7.1
2014-03-10,USGS,02234500,,1.93,1090,9.1,8.1
2014-03-11,USGS,02234500,,1.87,1600,9.6,8.2
2014-03-12,USGS,02234500,,1.74,1600,9.2,8.1
2014-03-13,USGS,02234500,,1.65,1060,8.9,7.2
2014-03-14,USGS,02234500,,1.61,1750,9.3,8.1
2014-03-15,USGS,02234500,,1.53,1840,9.5,8.3
2014-03-16,USGS,02234500,,1.44,2010,9.0,8.3
2014-03-17,USGS,02234500,,1.37,1550,8.7,7.7
2014-03-18,USGS,02234500,,1.54,923,8.4,7.2
2014-03-19,USGS,02234500,,1.63,868,9.0,7.3
2014-03-20,USGS,02234500,,1.70,934,9.1,7.6
2014-03-21,USGS,02234500,,1.74,1170,9.0,7.6
2014-03-22,USGS,02234500,,1.72,986,8.5,7.3
2014-03-23,USGS,02234500,,1.68,932,8.2,7.0
2014-03-24,USGS,02234500,,1.65,790,8.0,6.9
2014-03-25,USGS,02234500,,1.63,123,7.7,6.4
2014-03-26,USGS,02234500,,1.75,-280,8.4,6.7
2014-03-27,USGS,02234500,,1.79,873,8.7,7.6
2014-03-28,USGS,02234500,,1.75,1410,9.2,8.0
2014-03-29,USGS,02234500,,1.75,1140,8.7,7.6
2014-03-30,USGS,02234500,,1.75,548,8.8,7.3
2014-03-31,USGS,02234500,,1.76,1340,9.9,8.0
2014-04-01,USGS,02234500,,1.72,1520,10.4,8.6
2014-04-02,USGS,02234500,,1.67,1570,10.2,8.7
2014-04-03,USGS,02234500,,1.59,1750,9.8,8.5
2014-04-04,USGS,02234500,,1.51,1730,9.5,7.8
2014-04-05,USGS,02234500,,1.43,1720,9.6,7.6
2014-04-06,USGS,02234500,,1.36,1700,9.7,7.9
2014-04-07,USGS,02234500,,1.30,1700,9.2,7.1
2014-04-08,USGS,02234500,,1.25,1200,8.2,6.0
2014-04-09,USGS,02234500,,,786,,5.3
2014-04-10,USGS,02234500,,,1400,,
2014-04-11,USGS,02234500,,,1640,10.4,
2014-04-12,USGS,02234500,,1.07,1350,10.8,8.1
2014-04-13,USGS,02234500,,1.02,1380,9.7,8.1
2014-04-14,USGS,02234500,,0.94,1210,10.3,7.3
2014-04-15,USGS,02234500,,0.91,1150,9.6,8.0
2014-04-16,USGS,02234500,,0.95,6.71,9.0,5.9
2014-04-17,USGS,02234500,,1.07,92.6,7.8,6.1
2014-04-18,USGS,02234500,,1.18,-364,7.2,5.7
2014-04-19,USGS,02234500,,1.26,-605,7.3,5.6
2014-04-20,USGS,02234500,,1.37,-1090,6.2,5.3
2014-04-21,USGS,02234500,,1.49,-810,5.9,4.9
2014-04-22,USGS,02234500,,1.57,-244,6.6,4.2
2014-04-23,USGS,02234500,,1.59,484,9.7,5.3
2014-04-24,USGS,02234500,,1.58,991,11.8,9.0
2014-04-25,USGS,02234500,,1.52,653,10.4,8.4
2014-04-26,USGS,02234500,,1.49,944,12.6,8.3
2014-04-27,USGS,02234500,,1.46,1240,13.4,9.0
2014-04-28,USGS,02234500,,1.40,1340,13.4,8.4
2014-04-29,USGS,02234500,,1.35,1200,12.9,8.0
2014-04-30,USGS,02234500,,1.35,1020,10.2,6.8
2014-05-01,USGS,02234500,,1.34,939,10.2,6.2
2014-05-02,USGS,02234500,,1.36,540,8.6,5.2
2014-05-03,USGS,02234500,,1.45,294,5.8,3.8
2014-05-04,USGS,02234500,,1.49,519,10.2,3.5
2014-05-05,USGS,02234500,,1.49,1040,,7.0
2014-05-06,USGS,02234500,,1.47,1170,,8.6
2014-05-07,USGS,02234500,,1.42,1420,,8.3
2014-05-08,USGS,02234500,,1.37,1510,12.3,6.8
2014-05-09,USGS,02234500,,1.30,1590,10.6,5.4
2014-05-10,USGS,02234500,,1.21,1480,10.6,4.7
2014-05-11,USGS,02234500,,1.12,1470,9.4,3.8
2014-05-12,USGS,02234500,,1.07,1410,6.9,3.3
2014-05-13,USGS,02234500,,1.03,1170,5.8,3.1
2014-05-14,USGS,02234500,,1.02,931,4.3,2.1
2014-05-15,USGS,02234500,,1.00,1020,3.7,1.8
2014-05-16,USGS,02234500,,1.03,-584,4.8,1.5
2014-05-17,USGS,02234500,,1.12,217,5.5,1.9
2014-05-18,USGS,02234500,,1.13,836,7.1,3.1
2014-05-19,USGS,02234500,,1.11,1060,8.9,4.0
2014-05-20,USGS,02234500,,1.09,745,7.3,4.8
2014-05-21,USGS,02234500,,1.08,1010,8.2,3.7
2014-05-22,USGS,02234500,,1.03,1030,6.8,2.7
2014-05-23,USGS,02234500,,0.96,1140,6.3,2.5
2014-05-24,USGS,02234500,,0.89,1260,8.3,3.8
2014-05-25,USGS,02234500,,0.86,1040,7.4,3.3
2014-05-26,USGS,02234500,,0.87,626,7.0,3.1
2014-05-27,USGS,02234500,,0.89,569,7.9,3.3
2014-05-28,USGS,02234500,,0.86,873,8.0,4.2
2014-05-29,USGS,02234500,,0.81,978,7.4,4.0
2014-05-30,USGS,02234500,,0.77,788,6.8,3.4
2014-05-31,USGS,02234500,,0.78,406,6.5,2.2
2014-06-01,USGS,02234500,,0.87,-83.8,5.7,2.7
2014-06-02,USGS,02234500,,1.01,-430,6.4,3.8
2014-06-03,USGS,02234500,,1.07,-559,7.3,4.4
2014-06-04,USGS,02234500,,1.09,93.6,10.0,4.6
2014-06-05,USGS,02234500,,1.06,1070,9.2,6.1
2014-06-06,USGS,02234500,,0.96,998,8.0,6.4
2014-06-07,USGS,02234500,,0.87,569,7.6,5.5
2014-06-08,USGS,02234500,,0.87,749,8.2,4.9
2014-06-09,USGS,02234500,,0.90,755,8.4,4.7
2014-06-10,USGS,02234500,,0.87,930,8.5,5.8
2014-06-11,USGS,02234500,,0.89,903,7.0,5.0
2014-06-12,USGS,02234500,,0.89,1130,6.7,4.7
2014-06-13,USGS,02234500,,0.84,1190,7.7,5.2
2014-06-14,USGS,02234500,,0.82,1230,7.9,6.5
2014-06-15,USGS,02234500,,0.82,1240,9.3,6.4
2014-06-16,USGS,02234500,,0.82,859,9.5,6.8
2014-06-17,USGS,02234500,,0.90,956,10.3,6.8
2014-06-18,USGS,02234500,,0.94,829,9.5,7.0
2014-06-19,USGS,02234500,,0.96,910,10.0,5.3
2014-06-20,USGS,02234500,,0.96,742,9.7,6.0
2014-06-21,USGS,02234500,,0.94,856,10.1,6.7
2014-06-22,USGS,02234500,,0.90,864,10.5,7.6
2014-06-23,USGS,02234500,,0.91,864,11.3,7.1
2014-06-24,USGS,02234500,,0.93,812,12.2,7.5
2014-06-25,USGS,02234500,,0.98,721,11.2,7.9
2014-06-26,USGS,02234500,,1.02,526,10.4,6.8
2014-06-27,USGS,02234500,,1.09,917,11.4,7.1
2014-06-28,USGS,02234500,,1.09,998,10.8,7.4
2014-06-29,USGS,02234500,,1.11,569,10.0,7.9
2014-06-30,USGS,02234500,,1.18,-235,9.3,3.7
2014-07-01,USGS,02234500,,1.32,-266,8.5,4.7
2014-07-02,USGS,02234500,,1.37,26.5,8.2,4.6
2014-07-03,USGS,02234500,,1.40,805,9.8,6.6
2014-07-04,USGS,02234500,,1.42,1090,9.8,7.1
2014-07-05,USGS,02234500,,1.45,1470,10.7,7.1
2014-07-06,USGS,02234500,,1.59,1560,8.5,6.3
2014-07-07,USGS,02234500,,1.57,1760,9.9,6.1
2014-07-08,USGS,02234500,,1.55,1710,10.1,6.9
2014-07-09,USGS,02234500,,1.55,1880,9.6,6.8
2014-07-10,USGS,02234500,,1.55,1930,9.2,6.6
2014-07-11,USGS,02234500,,1.59,2250,9.7,6.5
2014-07-12,USGS,02234500,,1.64,2180,10.0,6.8
2014-07-13,USGS,02234500,,1.75,2180,9.7,6.8
2014-07-14,USGS,02234500,,1.85,2360,10.0,6.2
2014-07-15,USGS,02234500,,1.92,2530,8.1,6.0
2014-07-16,USGS,02234500,,2.03,2590,7.1,5.5
2014-07-17,USGS,02234500,,2.12,2810,8.8,5.4
2014-07-18,USGS,02234500,,2.19,2940,9.5,6.3
2014-07-19,USGS,02234500,,2.24,3080,9.5,5.8
2014-07-20,USGS,02234500,,2.29,3220,7.6,5.1
2014-07-21,USGS,02234500,,2.40,3340,6.8,4.8
2014-07-22,USGS,02234500,,2.53,3620,8.7,4.2
2014-07-23,USGS,02234500,,2.57,3770,8.4,5.2
2014-07-24,USGS,02234500,,2.61,3680,6.5,4.1
2014-07-25,USGS,02234500,,2.65,3880,5.8,3.7
2014-07-26,USGS,02234500,,2.70,4000,4.9,3.6
2014-07-27,USGS,02234500,,2.71,4070,4.1,2.7
2014-07-28,USGS,02234500,,2.70,4140,3.7,2.5
2014-07-29,USGS,02234500,,2.73,4100,4.0,1.9
2014-07-30,USGS,02234500,,2.81,4140,4.2,1.9
2014-07-31,USGS,02234500,,2.81,4200,5.4,2.8
2014-08-01,USGS,02234500,,2.79,4160,5.2,3.6
2014-08-02,USGS,02234500,,2.78,4140,5.0,3.4
2014-08-03,USGS,02234500,,2.78,4050,5.6,3.4
2014-08-04,USGS,02234500,,2.78,3990,4.5,2.6
2014-08-05,USGS,02234500,,2.82,4040,3.7,2.7
2014-08-06,USGS,02234500,,2.85,4240,4.0,2.8
2014-08-07,USGS,02234500,,2.88,4300,4.0,3.1
2014-08-08,USGS,02234500,,2.89,4330,3.7,3.1
2014-08-09,USGS,02234500,,2.89,4300,3.8,3.2
2014-08-10,USGS,02234500,,2.91,4320,4.0,3.4
2014-08-11,USGS,02234500,,2.95,4250,4.1,2.7
2014-08-12,USGS,02234500,,3.00,4110,3.7,2.9
2014-08-13,USGS,02234500,,3.03,4330,4.2,3.4
2014-08-14,USGS,02234500,,3.04,4520,4.4,3.7
2014-08-15,USGS,02234500,,3.07,4300,4.4,3.9
2014-08-16,USGS,02234500,,3.11,4500,4.5,3.8
2014-08-17,USGS,02234500,,3.15,4550,4.5,3.4
2014-08-18,USGS,02234500,,3.17,4720,3.6,2.9
2014-08-19,USGS,02234500,,3.18,4620,3.3,2.2
2014-08-20,USGS,02234500,,3.18,4740,3.0,2.4
2014-08-21,USGS,02234500,,3.19,4860,4.3,2.6
2014-08-22,USGS,02234500,,3.24,4890,4.5,3.6
2014-08-23,USGS,02234500,,3.22,4900,4.1,3.1
2014-08-24,USGS,02234500,,3.23,4900,3.6,3.0
2014-08-25,USGS,02234500,,3.23,4860,5.3,3.6
2014-08-26,USGS,02234500,,3.22,4590,5.6,4.9
2014-08-27,USGS,02234500,,3.24,4350,5.7,5.2
2014-08-28,USGS,02234500,,3.26,4370,5.7,5.0
2014-08-29,USGS,02234500,,3.29,4420,5.4,4.6
2014-08-30,USGS,02234500,,3.33,4470,5.2,4.8
2014-08-31,USGS,02234500,,3.34,4390,5.3,4.4
2014-09-01,USGS,02234500,,3.34,4490,5.1,4.4
2014-09-02,USGS,02234500,,3.31,4520,5.6,3.9
2014-09-03,USGS,02234500,,3.29,4660,4.5,3.7
2014-09-04,USGS,02234500,,3.24,4630,4.2,3.8
2014-09-05,USGS,02234500,,3.21,4530,3.9,3.4
2014-09-06,USGS,02234500,,3.22,4560,4.3,3.5
2014-09-07,USGS,02234500,,3.29,4710,5.0,4.0
2014-09-08,USGS,02234500,,3.37,4820,4.7,4.1
2014-09-09,USGS,02234500,,3.36,4760,4.5,3.9
2014-09-10,USGS,02234500,,3.41,4970,4.7,4.0
2014-09-11,USGS,02234500,,3.44,4750,5.0,4.2
2014-09-12,USGS,02234500,,3.44,4880,5.2,4.3
2014-09-13,USGS,02234500,,3.45,4870,5.4,4.8
